AuthorID,AuthorName,PaperID
590,"Hyunsun A. Kim",307
591,"James L. Cunningham",307
294,"Amir Hooshmand",308
295,"Matthew I. Campbell",308
27,"Kristina Shea",308
592,"Christopher Czech",309
562,"Paolo Guarneri",309
201,"Georges Fadel",309
593,"Saber DorMohammadi",310
594,"Mohammad Rouhi",310
595,"Masoud Rais-Rohani",310
195,"James K. Guest",311
596,"Mu Zhu",311
597,"Fredrik Borjesson",312
424,"Katja Hölttä-Otto",312
395,"Gopal Nadadur",313
214,"Matthew B. Parkinson",313
145,"Timothy W. Simpson",313
393,"Conrad S. Tucker",314
598,"Sung Woo Kang",314
599,"Anil Kumar Maddulapalli",315
600,"Parameshwaran S. Iyer",315
601,"N. R. Srinivasa Raghavan",315
5,"Kikuo Fujita",316
602,"Ken Nasu",316
603,"Yuma Ito",316
604,"Yutaka Nomaguchi",316
53,"Souma Chowdhury",317
54,"Achille Messac",317
501,"Ritesh Khire",317
605,"Chad Hume",318
176,"David W. Rosen",318
235,"Ning Quan",319
38,"Harrison M. Kim",319
606,"Fumiya Akasaka",320
607,"Kazuki Fujita",320
608,"Yoshiki Shimomura",320
437,"Hyung Sool Oh",321
51,"Seung Ki Moon",321
609,"Wonmo Kim",321
610,"Åsa Ericson",322
611,"Tobias C. Larsson",322
612,"Ola Isaksson",322
613,"Andreas Larsson",322
614,"Yong Se Kim",323
615,"Sang Won Lee",323
616,"Jin Hui Kim",323
617,"Heji Jeong",323
618,"Ji Hwan Lee",323
330,"Yoo S. Hong",323
254,"Xiaoping Du",324
253,"Zhen Hu",325
254,"Xiaoping Du",325
444,"Jianhua Zhou",326
411,"Shuo Cheng",326
252,"Mian Li",326
619,"Pin-Yi Lin",327
57,"Kuei-Yuan Chan",327
264,"Ikjin Lee",328
449,"David Yoo",328
620,"Yoojeong Noh",328
621,"Frank Schönberg",329
622,"Matthias Messer",329
623,"Sara Behdad",330
624,"Leif P. Berg",330
625,"Deborah Thurston",330
626,"Judy Vance",330
627,"Dipanjan D. Ghosh",331
628,"Andrew Olewnik",331
105,"Dorin Drignei",332
107,"Zissimos P. Mourelatos",332
108,"Vijitashwa Pandey",332
223,"Michael Kokkolaras",332
629,"Byung C. Jung",333
111,"Byeng D. Youn",333
630,"Ji Sun Kim",333
631,"Christopher S. Bily",334
632,"Richard J. Malak",334
175,"Yan Wang",335
633,"Hyeongjin Song",336
266,"K. K. Choi",336
264,"Ikjin Lee",336
634,"Liang Zhao",336
267,"David Lamb",336
265,"Hyunkyoo Cho",337
266,"K. K. Choi",337
264,"Ikjin Lee",337
256,"David Gorsich",337
299,"Baris Canbaz",338
300,"Bernard Yannou",338
301,"Pierre-Alain Yvars",338
124,"Zhimin Xi",339
635,"Yan Fu",339
359,"Ren-Jye Yang",339
636,"Charles L. Penninger",340
637,"Neal M. Patel",340
358,"Andrés Tovar",340
638,"Pugazhendhi Kanakasabai",341
639,"Anoop K. Dhingra",341
640,"Punit Bandi",342
641,"James P. Schmiedeler",342
358,"Andrés Tovar",342
642,"Juan Camilo Medina",343
358,"Andrés Tovar",343
643,"Shana Smith",344
644,"Wei-Han Chen",344
37,"Jungmok Ma",345
433,"Minjung Kwak",345
38,"Harrison M. Kim",345
433,"Minjung Kwak",346
38,"Harrison M. Kim",346
645,"Claudio Favi",347
428,"Michele Germani",347
646,"Marco Mandolini",347
647,"Marco Marconi",347
648,"Mohamed H. Abbas",348
60,"Sayed M. Metwalli",348
649,"William R. Patterson, Jr.",349
295,"Matthew I. Campbell",349
650,"Xiaobao Liu",350
651,"Euihark Lee",350
193,"Hae Chang Gea",350
652,"Ping An Du",350
653,"Niranjan Thyagaraja",351
354,"Prabhu Shankar",351
201,"Georges Fadel",351
562,"Paolo Guarneri",351
654,"Zebin Zhou",352
8,"Karim Hamza",352
61,"Kazuhiro Saitou",352
518,"Lin He",353
185,"Wei Chen",353
655,"Guenter Conzelmann",353
656,"Callaway Turner",354
104,"Scott Ferguson",354
657,"Joseph Donndelinger",354
658,"Eric Sullivan",355
104,"Scott Ferguson",355
657,"Joseph Donndelinger",355
659,"Gang-Won Jang",356
660,"Sang Jun Nam",356
661,"Yoon Young Kim",356
662,"Seonho Cho",357
663,"Bon-yong Koo",357
664,"Minho Yoon",357
665,"Seung-Wook Lee",357
666,"Youn Doh Ha",357
667,"Hyun-Seok Kim",358
668,"Hong-Lae Jang",358
669,"Min-Geun Kim",358
662,"Seonho Cho",358
670,"Diane Villanueva",359
671,"Rodolphe Le Riche",359
672,"Gauthier Picard",359
673,"Raphael T. Haftka",359
674,"Bhavani V. Sankar",359
124,"Zhimin Xi",360
629,"Byung C. Jung",360
111,"Byeng D. Youn",360
675,"Nam Ho Kim",361
331,"Chao Hu",362
111,"Byeng D. Youn",362
676,"Jae Chang Kim",363
677,"Joo-Ho Choi",363
678,"Yeong K. Kim",363
679,"Seungjae Oh",364
680,"Semyung Wang",364
681,"Minkyu Park",364
682,"Joonha Kim",364
425,"Roberto Raffaeli",365
683,"Maura Mengoni",365
428,"Michele Germani",365
299,"Baris Canbaz",366
300,"Bernard Yannou",366
301,"Pierre-Alain Yvars",366
423,"Erich Devendorf",367
70,"Kemper Lewis",367
684,"Christopher Garneau",368
685,"Matthew Parkinson",368
686,"Haifeng Ji",369
74,"Tomonori Honda",369
77,"Maria C. Yang",369
687,"François Cluzel",377
300,"Bernard Yannou",377
504,"Yann Leroy",377
688,"Dominique Millet",377
287,"Thomas Gmeiner",378
27,"Kristina Shea",378
689,"Vishwa Kalyanasundaram",379
70,"Kemper Lewis",379
690,"Wuhsun Chung",381
481,"Gül E. Okudan",381
692,"Richard A. Wysk",381
693,"Nickolas Vlahopoulos",382
694,"Hong Yoon Kim",382
695,"Kevin Maki",382
696,"Ricardo Sbragio",382
316,"Le Chen",383
317,"Erin MacDonald",383
697,"Shashi K. Shahi",384
227,"G. Gary Wang",384
698,"Liqiang An",384
699,"Eric Bibeau",384
700,"Travis McEvoy",385
701,"Eric Dierks",385
702,"Jason Weaver",385
703,"Sumedh Inamdar",385
704,"Krystian Zimowski",385
705,"Kristin L. Wood",385
706,"Richard H. Crawford",385
35,"Dan Jensen",385
707,"John W. Whitefoot",386
708,"Abigail R. Mechtenberg",386
709,"Diane L. Peters",386
43,"Panos Y. Papalambros",386
8,"Karim Hamza",387
710,"Umesh Gandhi",387
61,"Kazuhiro Saitou",387
8,"Karim Hamza",388
710,"Umesh Gandhi",388
61,"Kazuhiro Saitou",388
53,"Souma Chowdhury",389
65,"Jie Zhang",389
54,"Achille Messac",389
711,"Luciano Castillo",389
712,"Z. Wang",390
93,"P. K. Kannan",390
572,"S. Azarm",390
321,"Bart D. Frischknecht",391
713,"Kate Whitefoot",391
714,"L. Wang",392
715,"B. D. Youn",392
572,"S. Azarm",392
93,"P. K. Kannan",392
716,"Camilo B. Resende",393
326,"C. Grace Heckmann",393
298,"Jeremy J. Michalek",393
717,"Jacob S. Morrise",394
525,"Patrick K. Lewis",394
131,"Christopher A. Mattson",394
718,"Spencer P. Magleby",394
719,"Adam J. Andersen",395
720,"Charles Kim",395
721,"Robert D. Campbell",396
525,"Patrick K. Lewis",396
131,"Christopher A. Mattson",396
336,"Kenneth M. Bryden",397
132,"Nathan G. Johnson",397
722,"Ayan Sinha",398
172,"Jitesh H. Panchal",398
159,"Janet K. Allen",398
160,"Farrokh Mistree",398
723,"Edin Crnkic",399
724,"Lijuan He",399
175,"Yan Wang",399
725,"Yu Liu",400
489,"M. Steven Greene",400
185,"Wei Chen",400
726,"Dmitriy A. Dikin",400
488,"Wing Kam Liu",400
727,"Angel G. Perez",401
728,"Julie S. Linsey",401
322,"Damien Motte",404
28,"Axel Nordin",404
323,"Robert Bjärnemo",404
730,"Mi Xiao",405
731,"Liang Gao",405
732,"Xinyu Shao",405
733,"Haobo Qiu",405
734,"Li Nie",405
735,"Sigurjon N. Kjaernested",406
736,"Magnus Th. Jonsson",406
737,"Halldor Palsson",406
565,"Julien Bénabès",407
567,"Emilie Poirson",407
310,"Fouad Bennis",407
739,"Yannick Ravaut",407
103,"Garrett Foster",408
104,"Scott Ferguson",408
5,"Kikuo Fujita",409
740,"Hirofumi Amaya",409
741,"Ryota Akai",409
40,"Yi Ren",410
43,"Panos Y. Papalambros",410
742,"Ian Tseng",411
48,"Jonathan Cagan",411
743,"Kenneth Kotovsky",411
104,"Scott Ferguson",412
628,"Andrew Olewnik",412
494,"Phil Cormier",412
744,"Roger J. Jiao",413
745,"Lei Shu",414
746,"Michael Yu Wang",414
747,"Zongde Fang",414
748,"Zhengdong Ma",414
209,"Joseph K. Davidson",415
208,"Jami J. Shah",415
749,"Weijuan Cao",416
750,"Xiaoshen Chen",416
751,"Shuming Gao",416
752,"Sweta Dhaveji Ch.",417
753,"Todd E. Sparks",417
754,"Jianzhong Ruan",417
485,"Frank W. Liou",417
755,"Mehmet Ersin Yumer",418
198,"Levent Burak Kara",418
370,"Ata A. Eftekharian",420
756,"Horea T. Ilies",420
757,"Johan Segeborn",422
758,"Johan S. Carlson",422
374,"Kristina Wärmefjord",422
85,"Rikard Söderberg",422
197,"Erhan Batuhan Arisoy",423
761,"Gunay Orbay",423
198,"Levent Burak Kara",423
762,"Sundar Murugappan",424
763,Vinayak,424
764,"Karthik Ramani",424
77,"Maria C. Yang",424
765,"Roxanne A. Moore",425
766,"David A. Romero",425
533,"Christiaan J. J. Paredis",425
767,"Erin Roach",426
768,"Robert R. Parker",426
187,"Richard J. Malak, Jr.",426
8,"Karim Hamza",427
369,"Mohammed Shalaby",427
769,"Jay D. Martin",428
65,"Jie Zhang",429
53,"Souma Chowdhury",429
54,"Achille Messac",429
770,"Junqiang Zhang",429
711,"Luciano Castillo",429
771,"Masataka Yoshimura",430
772,"Inna Turevsky",431
773,"Krishnan Suresh",431
774,"Daniel Wäppling",434
584,"Xiaolong Feng",434
775,"Hans Andersson",434
776,"Marcus Pettersson",434
777,"Björn Lunden",434
778,"Jakob Weström",434
779,"Xin Yan",435
780,"Mu Qiao",435
145,"Timothy W. Simpson",435
781,"Jia Li",435
782,"Xiaolong Luke Zhang",435
145,"Timothy W. Simpson",436
783,"Joaquim R. R. A. Martins",436
784,"Jim He",437
785,"Shari Hannapel",437
693,"Nickolas Vlahopoulos",437
786,"Trevor Richardson",438
459,"Eliot Winer",438
138,"Mehdi Tarkian",439
787,"Johan Persson",439
139,"Johan Ölvander",439
584,"Xiaolong Feng",439
181,"David Shahan",440
179,"Carolyn C. Seepersad",440
423,"Erich Devendorf",441
70,"Kemper Lewis",441
25,"James T. Allison",442
789,"Zhi Han",442
790,"Xiao-Ling Zhang",443
117,"Po Ting Lin",443
193,"Hae Chang Gea",443
260,"Hong-Zhong Huang",443
791,"Andrea Vigliotti",444
792,"Damiano Pasini",444
793,"Sajad Arabnejad Khanoki",445
792,"Damiano Pasini",445
794,"Ehsan Masoumi Khalil Abad",446
793,"Sajad Arabnejad Khanoki",446
792,"Damiano Pasini",446
795,"Jesse Schultz",447
796,"David Griese",447
354,"Prabhu Shankar",447
162,"Joshua D. Summers",447
797,"Jaehyung Ju",447
798,"Lonny Thompson",447
797,"Jaehyung Ju",448
162,"Joshua D. Summers",448
799,"Darren C. Knight",449
131,"Christopher A. Mattson",449
23,"Rahul Rai",450
800,"Pranay Kilaru",450
801,"Ravi Vallepalli",450
295,"Matthew I. Campbell",450
802,"Marcello Pellicciari",451
803,"Giovanni Berselli",451
804,"Francesco Leali",451
805,"Alberto Vergnano",451
806,"Bengt Lennartson",451
807,"Dimitris M. Chatzigeorgiou",452
808,"Kamal Youcef-Toumi",452
809,"Atia E. Khalifa",452
810,"Rached Ben-Mansour",452
341,"Paul F. Egan",453
343,"Philip R. LeDuc",453
48,"Jonathan Cagan",453
342,"Christian Schunn",453
811,"Dane Freeman",454
812,"Dongwook Lim",454
813,"Elena Garcia",454
814,"Dimitri Mavris",454
249,"Zhila Pirmoradi",455
227,"G. Gary Wang",455
51,"Seung Ki Moon",456
815,"KyoungJong Park",456
145,"Timothy W. Simpson",456
816,"Soon Chong Johnson Lim",457
817,"Ying Liu",457
818,"Wing Bun Lee",457
446,"Amandeep Singh",458
107,"Zissimos P. Mourelatos",458
819,"Efstratios Nikolaidis",458
105,"Dorin Drignei",459
107,"Zissimos P. Mourelatos",459
223,"Michael Kokkolaras",459
108,"Vijitashwa Pandey",459
820,"Grzegorz Koscik",459
108,"Vijitashwa Pandey",460
107,"Zissimos P. Mourelatos",460
819,"Efstratios Nikolaidis",460
821,"M. Hofwing",461
264,"Ikjin Lee",462
822,"Kyung K. Choi",462
256,"David Gorsich",462
633,"Hyeongjin Song",463
266,"K. K. Choi",463
264,"Ikjin Lee",463
634,"Liang Zhao",463
267,"David Lamb",463
254,"Xiaoping Du",464
254,"Xiaoping Du",465
823,"Harsheel Shah",465
273,"Christopher Hoyle",466
143,"Irem Y. Tumer",466
824,"Tolga Kurtoglu",466
185,"Wei Chen",466
111,"Byeng D. Youn",467
331,"Chao Hu",467
109,"Pingfeng Wang",467
175,"Yan Wang",468
825,"Shen Lu",469
38,"Harrison M. Kim",469
564,"Paul D. Arendt",470
185,"Wei Chen",470
233,"Daniel W. Apley",470
826,"Jiantao Liu",471
193,"Hae Chang Gea",471
652,"Ping An Du",471
827,"Masoud Mojtahed",472
828,"Qingtian Cai",472
829,"Mostafa S. A. Elsayed",473
792,"Damiano Pasini",473
830,"Corey Lynam",474
831,"Abbas S. Milani",474
832,"Hossein Rokni D. T.",475
831,"Abbas S. Milani",475
833,"Rudolf J. Seethaler",475
834,"Jonathan Holzman",475
466,"Shraddha Joshi",476
797,"Jaehyung Ju",476
835,"Luke Berglind",476
836,"Roy Rusly",476
162,"Joshua D. Summers",476
837,"John D. DesJardins",476
838,"Avinash Kolla",477
797,"Jaehyung Ju",477
162,"Joshua D. Summers",477
839,"George Fadel",477
840,"John C. Ziegert",477
841,"Swaroop B. Visweswaraiah",478
792,"Damiano Pasini",478
842,"Larry Lessard",478
843,"Mohammad Alemi-Ardakani",479
844,"Akbar Afaghi-Khatibi",479
831,"Abbas S. Milani",479
845,"Hady Parsaiyan",479
846,"Kyle Stoker",480
847,"Anirban Chaudhuri",480
675,"Nam Ho Kim",480
848,"Pieter E. Vermaas",481
849,"Yeh-Liang Hsu",482
850,"Po-Er Hsu",482
851,"Yung-Chieh Hung",482
852,"Ya-Dan Xiao",482
853,"Dongxing Cao",483
764,"Karthik Ramani",483
854,"Ming Wang Fu",483
855,"Runli Zhang",483
465,"Beshoy Morkos",484
162,"Joshua D. Summers",484
856,"Hilario L. Oh",485
857,"Taesik Lee",485
858,"Raymond Lipowski",485
104,"Scott Ferguson",486
628,"Andrew Olewnik",486
859,"Priyesh Malegaonkar",486
494,"Phil Cormier",486
860,"Saket Kansara",486
861,"Abhinav Krishna Choudhary",487
862,"Cari Bryant Arnold",487
722,"Ayan Sinha",488
160,"Farrokh Mistree",488
159,"Janet K. Allen",488
863,"Kerry R. Poppa",489
864,"Robert B. Stone",489
47,"Seth Orsborn",489
865,"Rachel Kuhr",490
36,"Kristin Wood",490
35,"Dan Jensen",490
547,"Richard Crawford",490
425,"Roberto Raffaeli",491
866,"Paolo Cicconi",491
683,"Maura Mengoni",491
428,"Michele Germani",491
867,"Jillian Haldaman",492
214,"Matthew B. Parkinson",492
868,"D. Xue",493
869,"G. Hua",493
870,"V. Mehrad",493
871,"P. Gu",493
872,"Magdalena K. Chmarra",495
873,"Jacques Verriet",495
874,"René Waarsing",495
875,"Tetsuo Tomiyama",495
525,"Patrick K. Lewis",496
131,"Christopher A. Mattson",496
876,"Vance R. Murray",496
518,"Lin He",497
273,"Christopher Hoyle",497
185,"Wei Chen",497
877,"Jiliang Wang",497
300,"Bernard Yannou",497
741,"Ryota Akai",498
740,"Hirofumi Amaya",498
5,"Kikuo Fujita",498
712,"Z. Wang",499
572,"S. Azarm",499
93,"P. K. Kannan",499
878,"Kazuhiro Oki",500
879,"Kentaro Watanabe",500
880,"Ryosuke Chiba",500
608,"Yoshiki Shimomura",500
881,"Weihang Zhu",501
882,"Moslem Kazemi",502
227,"G. Gary Wang",502
883,"Shahryar Rahnamayan",502
884,"Kamal Gupta",502
40,"Yi Ren",503
43,"Panos Y. Papalambros",503
885,"Lindsay Hanna",504
48,"Jonathan Cagan",504
886,"George S. Ladkany",505
887,"Mohamed B. Trabia",505
300,"Bernard Yannou",506
877,"Jiliang Wang",506
301,"Pierre-Alain Yvars",506
888,"Christopher J. Garneau",507
214,"Matthew B. Parkinson",507
213,"Charlotte de Vries",508
888,"Christopher J. Garneau",508
395,"Gopal Nadadur",508
214,"Matthew B. Parkinson",508
889,"Rita T. Willmann",509
890,"Uwe Woessner",509
891,"Christine Schoene",510
892,"Ralph Stelzer",510
893,"Ulf Schmidt",510
894,"Dietmar Suesse",510
895,"Swathi Routhu",511
896,"Divya Kanakanala",511
754,"Jianzhong Ruan",511
897,"Xiaoqing Frank Liu",511
898,"Frank Liou",511
896,"Divya Kanakanala",512
895,"Swathi Routhu",512
754,"Jianzhong Ruan",512
897,"Xiaoqing Frank Liu",512
898,"Frank Liou",512
333,"Tamotsu Murakami",513
899,"Yuki Hamasaki",513
900,"Chi Zhou",514
496,"Yong Chen",514
542,"Yuguang Wu",515
543,"C. G. Li",515
901,"David E. Lindström",519
902,"Ke Li",521
903,"Gilles Foucault",521
1890,"Jean-Claude Léon",521
477,"Xin Wang",522
905,"Jiangchuan Liu",522
479,"Fang Liu",522
906,"Shunde Gao",522
907,"Kaveh Mohamed",523
908,"Kurt Sermeus",523
909,"Eric Laurendeau",523
771,"Masataka Yoshimura",524
910,"Gary Palmer, II",525
465,"Beshoy Morkos",525
162,"Joshua D. Summers",525
181,"David Shahan",526
179,"Carolyn C. Seepersad",526
49,"Simon Li",527
423,"Erich Devendorf",528
70,"Kemper Lewis",528
911,"Sudhir Kaul",529
912,"Markus Rippel",530
30,"Seung-Kyum Choi",530
160,"Farrokh Mistree",530
159,"Janet K. Allen",530
55,"Felipe A. C. Viana",531
913,"Christian Gogu",531
673,"Raphael T. Haftka",531
914,"Songqing Shan",532
227,"G. Gary Wang",532
766,"David A. Romero",533
915,"Cristina H. Amon",533
916,"Susan Finger",533
917,"Ching-Shin Norman Shiau",534
298,"Jeremy J. Michalek",534
825,"Shen Lu",535
918,"Nathan B. Schroeder",535
38,"Harrison M. Kim",535
919,"Anand Vedam",536
920,"John E. Sneckenberger",536
8,"Karim Hamza",537
369,"Mohammed Shalaby",537
12,"Ashraf O. Nassef",537
454,"Mohamed F. Aly",537
61,"Kazuhiro Saitou",537
8,"Karim Hamza",538
369,"Mohammed Shalaby",538
12,"Ashraf O. Nassef",538
454,"Mohamed F. Aly",538
61,"Kazuhiro Saitou",538
921,"Bryony L. Du Pont",539
48,"Jonathan Cagan",539
922,"Kerem Bayar",540
923,"Beth Bezaire",540
924,"Brad Cooley",540
925,"John Kruckenberg",540
926,"Eric Schacht",540
927,"Shawn Midlam-Mohler",540
928,"Giorgio Rizzoni",540
697,"Shashi K. Shahi",541
227,"G. Gary Wang",541
317,"Erin MacDonald",542
929,"Katie Whitefoot",542
25,"James T. Allison",542
43,"Panos Y. Papalambros",542
42,"Richard Gonzalez",542
65,"Jie Zhang",543
53,"Souma Chowdhury",543
54,"Achille Messac",543
711,"Luciano Castillo",543
930,"Jose Lebron",543
931,"Zainab Hermes",544
12,"Ashraf O. Nassef",544
932,"Lotfi K. Gaafar",544
933,"Michael J. Alexander",545
25,"James T. Allison",545
43,"Panos Y. Papalambros",545
934,"David J. Gorsich",545
25,"James T. Allison",546
935,"Sam Nazari",546
53,"Souma Chowdhury",547
54,"Achille Messac",547
65,"Jie Zhang",547
711,"Luciano Castillo",547
930,"Jose Lebron",547
581,"Wenshan Wang",548
936,"Vincent Y. Blouin",548
937,"Melissa Gardenghi",548
238,"Margaret M. Wiecek",548
561,"Georges M. Fadel",548
938,"Benjamin Sloop",548
239,"J. M. Hamel",549
572,"S. Azarm",549
584,"Xiaolong Feng",550
774,"Daniel Wäppling",550
775,"Hans Andersson",550
139,"Johan Ölvander",550
138,"Mehdi Tarkian",550
252,"Mian Li",551
939,"Peter Simov",552
104,"Scott Ferguson",552
648,"Mohamed H. Abbas",553
940,"Ayman M. A. Youssef",553
60,"Sayed M. Metwalli",553
941,"Avanti Jain",554
942,"Rahul Sarnobat",554
145,"Timothy W. Simpson",554
816,"Soon Chong Johnson Lim",555
943,"Han Tong Loh",555
817,"Ying Liu",555
944,"Aaron Bobuk",556
945,"Laura A. Slingerland",556
145,"Timothy W. Simpson",556
946,"Ben Donaldson",556
947,"Karl Reichard",556
51,"Seung Ki Moon",557
948,"Daniel A. McAdams",557
949,"Margaret Devendorf",558
70,"Kemper Lewis",558
950,"Ramon C. Kuczera",559
107,"Zissimos P. Mourelatos",559
819,"Efstratios Nikolaidis",559
446,"Amandeep Singh",560
107,"Zissimos P. Mourelatos",560
819,"Efstratios Nikolaidis",560
56,"Tzu-Chieh Hung",561
57,"Kuei-Yuan Chan",561
951,"Chun-Min Ho",562
57,"Kuei-Yuan Chan",562
698,"Liqiang An",563
227,"G. Gary Wang",563
952,"Zhangqi Wang",563
254,"Xiaoping Du",564
953,"Junfu Zhang",564
954,"Sirisha Rangavajhala",565
955,"Sankaran Mahadevan",565
105,"Dorin Drignei",566
107,"Zissimos P. Mourelatos",566
956,"Ramesh Rebba",566
393,"Conrad S. Tucker",567
38,"Harrison M. Kim",567
445,"Jing Li",568
107,"Zissimos P. Mourelatos",568
223,"Michael Kokkolaras",568
43,"Panos Y. Papalambros",568
934,"David J. Gorsich",568
957,"Josef Oehmen",569
958,"Mohammad Ben-Daya",569
959,"Warren Seering",569
960,"Muhammad Al-Salamah",569
961,"Qi D. Van Eikema Hommes",570
264,"Ikjin Lee",571
822,"Kyung K. Choi",571
620,"Yoojeong Noh",571
634,"Liang Zhao",571
256,"David Gorsich",571
620,"Yoojeong Noh",572
822,"Kyung K. Choi",572
264,"Ikjin Lee",572
256,"David Gorsich",572
175,"Yan Wang",573
564,"Paul D. Arendt",574
185,"Wei Chen",574
233,"Daniel W. Apley",574
117,"Po Ting Lin",575
575,"Yogesh Jaluria",575
193,"Hae Chang Gea",575
489,"M. Steven Greene",576
725,"Yu Liu",576
185,"Wei Chen",576
488,"Wing Kam Liu",576
260,"Hong-Zhong Huang",576
962,"Abhishek Kumar",577
963,"Lorens Goksel",577
30,"Seung-Kyum Choi",577
124,"Zhimin Xi",578
111,"Byeng D. Youn",578
331,"Chao Hu",578
964,"Huade Tan",579
965,"John Goetz",579
358,"Andrés Tovar",579
967,"John E. Renaud",579
968,"Mustafa Arafa",580
969,"Ayman Youssef",580
970,"Ashraf Nassef",580
225,"Niclas Strömberg",582
972,"Farhad Javid",583
204,"Jorge Angeles",583
792,"Damiano Pasini",583
973,"Renzo Cecere",583
773,"Krishnan Suresh",584
974,"Zheqi Lin",585
193,"Hae Chang Gea",585
975,"Shutian Liu",585
976,"Matthew Watkins",586
977,"Mark Jakiela",586
978,"Toufic Azar",588
204,"Jorge Angeles",588
979,"Jozsef Kövecses",588
973,"Renzo Cecere",588
980,"Alireza Kasaiezadeh",589
981,"Amir Khajepour",589
982,"Hamid Jahed",589
8,"Karim Hamza",590
94,"Kenneth P. Laberteaux",590
61,"Kazuhiro Saitou",590
983,"M. I. Mgwatu",591
984,"E. Z. Opiyo",591
985,"M. A. M. Victor",591
986,"Albert Swantner",592
295,"Matthew I. Campbell",592
987,"Mohmmad M. A. Hanafy",593
60,"Sayed M. Metwalli",593
8,"Karim Hamza",594
61,"Kazuhiro Saitou",594
988,"Srikanth Tadepalli",595
705,"Kristin L. Wood",595
104,"Scott Ferguson",596
989,"Andrew H. Tilstra",596
179,"Carolyn C. Seepersad",596
705,"Kristin L. Wood",596
8,"Karim Hamza",597
12,"Ashraf O. Nassef",597
369,"Mohammed Shalaby",597
765,"Roxanne A. Moore",598
533,"Christiaan J. J. Paredis",598
990,"Srikanth Devanathan",599
764,"Karthik Ramani",599
991,"John Jung-Woon Yoo",600
992,"Soundar R. T. Kumara",600
145,"Timothy W. Simpson",600
993,"Yi-shih Lin",601
27,"Kristina Shea",601
994,"Aylmer Johnson",601
995,"John Coultate",601
996,"Jamie Pears",601
997,"Anthony M. Roy",602
998,"Erik K. Antonsson",602
999,"Andrew A. Shapiro",602
1000,"William Brace",604
1001,"Eric Coatanéa",604
1002,"Heikki Kauranne",604
1003,"Matti Heiska",604
853,"Dongxing Cao",605
764,"Karthik Ramani",605
854,"Ming Wang Fu",605
855,"Runli Zhang",605
1004,"Christian Noon",606
459,"Eliot Winer",606
1005,"Yu-Xin Wang",607
1006,"Yu-Tong Li",607
1007,"Ryan S. Hutcheson",608
948,"Daniel A. McAdams",608
1008,"Timothy P. Dietz",609
160,"Farrokh Mistree",609
1009,"Dennis Wang",610
865,"Rachel Kuhr",610
1010,"Kristen Kaufman",610
547,"Richard Crawford",610
705,"Kristin L. Wood",610
35,"Dan Jensen",610
507,"Nathan H. Putnam",611
1011,"Daniel D. Jensen",611
705,"Kristin L. Wood",611
179,"Carolyn C. Seepersad",611
1012,"Guillaume Jacquenot",612
310,"Fouad Bennis",612
1013,"Jean-Jacques Maisonneuve",612
1014,"Philippe Wenger",612
1015,"François Christophe",613
1016,"Raivo Sell",613
1017,"Alain Bernard",613
1001,"Eric Coatanéa",613
771,"Masataka Yoshimura",614
1018,"Shin Kikuchi",614
885,"Lindsay Hanna",615
48,"Jonathan Cagan",615
1019,"Kathleen M. Hart",616
1020,"Steven B. Shooter",616
720,"Charles Kim",616
181,"David Shahan",617
179,"Carolyn C. Seepersad",617
1021,"Jeffrey W. Herrmann",618
1022,"David E. Johnson",619
1023,"Richard Riesenfeld",619
1024,"Elaine Cohen",619
1025,"Sam Drake",619
1026,"Chiradeep Sen",620
1027,"Farhad Ameri",620
162,"Joshua D. Summers",620
1028,"Ming-Chuan Chiu",621
1029,"Saraj Gupta",621
481,"Gül E. Okudan",621
273,"Christopher Hoyle",622
185,"Wei Chen",622
1030,"Nanxin Wang",622
1031,"Frank S. Koppelman",622
393,"Conrad S. Tucker",623
273,"Christopher Hoyle",623
38,"Harrison M. Kim",623
185,"Wei Chen",623
518,"Lin He",624
273,"Christopher Hoyle",624
185,"Wei Chen",624
1032,"Bart Frischknecht",625
929,"Katie Whitefoot",625
1033,"Panos Papalambros",625
300,"Bernard Yannou",626
877,"Jiliang Wang",626
1034,"Ndrianarilala Rianantsoa",626
349,"Chris Hoyle",626
1035,"Mark Drayer",626
185,"Wei Chen",626
1036,"Fabrice Alizon",626
1037,"Jean-Pierre Mathieu",626
1038,"Sina Ghotbi",627
319,"Michael J. Scott",627
1039,"Joseph A. Donndelinger",627
1040,"Alex M. Ruderman",628
1041,"Jiten Patel",628
962,"Abhishek Kumar",628
159,"Janet K. Allen",628
30,"Seung-Kyum Choi",628
1042,"Cheng Qi",629
175,"Yan Wang",629
1043,"Chenjie Wang",630
1044,"Vivek Krishnamurthy",630
1045,"Benjamin Klein",630
30,"Seung-Kyum Choi",630
159,"Janet K. Allen",630
160,"Farrokh Mistree",630
722,"Ayan Sinha",631
1046,"Madhusudan Chakraborty",631
1047,"Sudipto Ghosh",631
1048,"C. S. Kumar",631
172,"Jitesh H. Panchal",631
159,"Janet K. Allen",631
1049,"David L. McDowell",631
160,"Farrokh Mistree",631
185,"Wei Chen",632
1050,"Xiaolei Yin",632
1051,"Sanghoon Lee",632
488,"Wing Kam Liu",632
881,"Weihang Zhu",633
1052,"Robin McDougall",634
1053,"Scott Nokleby",634
1054,"Singiresu S. Rao",635
1055,"Kiran K. Annamdas",635
825,"Shen Lu",636
38,"Harrison M. Kim",636
5,"Kikuo Fujita",637
1056,"Masayuki Kawamoto",637
