DETC2004-57350,DETC2011-48000,4
DETC2004-57350,DETC2004-57255,5
DETC2008-49708,DETC2012-70529,1
DETC2008-49708,DETC2011-48608,2
DETC2008-49708,DETC2007-34892,3
DETC2008-49708,DETC2004-57255,4
DETC2008-49708,DETC2004-57258,5
DETC2005-85124,DETC2012-70529,1
DETC2005-85124,DETC2011-48608,2
DETC2005-85124,DETC2011-48000,3
DETC2005-85124,DETC2004-57255,4
DETC2005-85124,DETC2004-57258,5
DETC2006-99748,DETC2012-70529,1
DETC2006-99748,DETC2011-48608,2
DETC2006-99748,DETC2007-34892,3
DETC2006-99748,DETC2011-48000,4
DETC2006-99748,DETC2004-57255,5
DETC2006-99749,DETC2012-70529,1
DETC2006-99749,DETC2011-48608,2
DETC2006-99749,DETC2007-34892,3
DETC2006-99749,DETC2004-57255,4
DETC2006-99749,DETC2012-70521,5
,DETC2012-70529,1
,DETC2011-48608,2
,DETC2007-34892,3
,DETC2004-57255,4
,DETC2004-57258,5
DETC2005-85034,DETC2012-70529,1
DETC2005-85034,DETC2011-48000,2
DETC2005-85034,DETC2007-34687,3
DETC2005-85034,DETC2011-47487,4
DETC2005-85034,DETC2008-49871,5
DETC2008-49281,DETC2012-70529,1
DETC2008-49281,DETC2011-48000,2
DETC2008-49281,DETC2007-34687,3
DETC2008-49281,DETC2011-47487,4
DETC2008-49281,DETC2008-49871,5
DETC2011-48919,DETC2012-70529,1
DETC2011-48919,DETC2011-48608,2
DETC2011-48919,DETC2007-34892,3
DETC2011-48919,DETC2011-48000,4
DETC2011-48919,DETC2004-57258,5
DETC2011-48513,DETC2012-70529,1
DETC2011-48513,DETC2011-48000,2
DETC2011-48513,DETC2007-34687,3
DETC2011-48513,DETC2011-47487,4
DETC2011-48513,DETC2008-49871,5
DETC2010-28768,DETC2012-70529,1
DETC2010-28768,DETC2011-48000,2
DETC2010-28768,DETC2007-34687,3
DETC2010-28768,DETC2011-47487,4
DETC2010-28768,DETC2008-49871,5
DETC2009-86228,DETC2012-70529,1
DETC2009-86228,DETC2011-48000,2
DETC2009-86228,DETC2011-47487,3
DETC2009-86228,DETC2008-49871,4
DETC2009-86228,DETC2004-57212,5
DETC2004-57082,DETC2012-70529,1
DETC2004-57082,DETC2011-48000,2
DETC2004-57082,DETC2007-34687,3
